"flight_status","departure_airport","arrival_airport","flight_number","flight_date"
"scheduled","CTU","ICN","KJ212","2021-12-04"
"scheduled","DUS","AMS","KL1852","2021-12-04"
"landed","ZAG","AMS","KL1938","2021-12-04"
"scheduled","MEL","KUL","KL4109","2021-12-04"
"active","MCT","DOH","KM2389","2021-12-04"
"scheduled","BKO","OUA","KQ4213","2021-12-04"
"active","CKG","NKG","KY9665","2021-12-04"
"scheduled","NAT","GRU","LA3966","2021-12-04"
"active","AJU","GRU","LA4609","2021-12-04"
"scheduled","MEL","KUL","LA8927","2021-12-04"
"scheduled","PEK","HKG","LD765","2021-12-04"
"scheduled","MUC","CLJ","LH1668","2021-12-04"
"scheduled","ICN","FRA","LH8387","2021-12-04"
"scheduled","ICN","FRA","LH8474","2021-12-04"
"scheduled","ICN","FRA","LH8475","2021-12-04"
"scheduled","AKL","SIN","LH9753","2021-12-04"
"scheduled","MEL","SIN","LH9777","2021-12-04"
"scheduled","GMP","PUS","LJ359","2021-12-04"
"scheduled","PVG","ZRH","LX189","2021-12-04"
"scheduled","AKL","SIN","LX9003","2021-12-04"
"scheduled","NGB","XIY","MF3104","2021-12-04"
"scheduled","XIY","CZX","MF3722","2021-12-04"
"scheduled","LZO","WUH","MF8238","2021-12-04"
"cancelled","HGH","WMT","MF8439","2021-12-04"
"scheduled","SHA","XMN","MF8502","2021-12-04"
"active","FOC","SHS","MF8749","2021-12-04"
"scheduled","DUS","AMS","MF9690","2021-12-04"
"scheduled","MEL","KUL","MH128","2021-12-04"
"scheduled","KIX","CTS","MH9175","2021-12-04"
"active","DOH","MAD","MH9249","2021-12-04"
"scheduled","HUZ","WUX","MU3799","2021-12-04"
"scheduled","CGO","DLC","MU3813","2021-12-04"
"cancelled","LHW","PVG","MU6806","2021-12-04"
"active","SHA","TAO","MU8321","2021-12-04"
"landed","MNL","KIX","NH5314","2021-12-04"
"active","NRT","TPE","NH8537","2021-12-04"
"scheduled","HND","ISG","NH89","2021-12-04"
"scheduled","HAN","NRT","NH898","2021-12-04"
"cancelled","CKG","SJW","NS3241","2021-12-04"
"cancelled","LZO","WUH","NS8238","2021-12-04"
"scheduled","AKL","BNE","NZ1141","2021-12-04"
"scheduled","AKL","SIN","NZ3282","2021-12-04"
"scheduled","WLG","CHC","NZ339","2021-12-04"
"scheduled","MNL","SIN","NZ3439","2021-12-04"
"scheduled","WLG","TRG","NZ5252","2021-12-04"
"scheduled","IVC","CHC","NZ5700","2021-12-04"
"scheduled","WLG","HLZ","NZ5814","2021-12-04"
"scheduled","WLG","DUD","NZ681","2021-12-04"
"scheduled","WLG","ROT","NZ8238","2021-12-04"
"scheduled","TRG","WLG","NZ8251","2021-12-04"
"scheduled","GIS","WLG","NZ8283","2021-12-04"
"scheduled","WLG","NSN","NZ8303","2021-12-04"
"scheduled","WLG","BHE","NZ8725","2021-12-04"
"scheduled","WLG","NPL","NZ8792","2021-12-04"
"scheduled","TRG","CHC","NZ8807","2021-12-04"
"scheduled","IVC","WLG","NZ8872","2021-12-04"
"scheduled","WLG","IVC","NZ8873","2021-12-04"
"scheduled","WLG","NPE","NZ8884","2021-12-04"
"scheduled","CAN","PEK","O36872","2021-12-04"
"scheduled","PVG","SZX","O36882","2021-12-04"
"unknown","TPE","SZX","O36918","2021-12-04"
"scheduled","HAK","SZX","O36919","2021-12-04"
"scheduled","HGH","PEK","O36921","2021-12-04"
"scheduled","CGO","HGH","O36924","2021-12-04"
"scheduled","CTU","HGH","O36928","2021-12-04"
"scheduled","HGH","SZX","O36935","2021-12-04"
"scheduled","PVG","PEK","O36957","2021-12-04"
"scheduled","CAN","WUX","O36962","2021-12-04"
"scheduled","PVG","CAN","O36985","2021-12-04"
"scheduled","TYN","HGH","O37057","2021-12-04"
"scheduled","PEK","PVG","O37059","2021-12-04"
"scheduled","SGN","NNG","O37157","2021-12-04"
"unknown","CGO","DAC","O37185","2021-12-04"
"scheduled","KUL","SZX","O37229","2021-12-04"
"scheduled","ICN","JFK","OZ222","2021-12-04"
"scheduled","CJU","GMP","OZ8754","2021-12-04"
"active","GMP","CJU","OZ8911","2021-12-04"
"scheduled","USM","BKK","PG1152","2021-12-04"
"landed","CKG","XUZ","PN6217","2021-12-04"
"active","CGO","AKU","PN6249","2021-12-04"
"scheduled","LWO","HRG","PQ8645","2021-12-04"
"scheduled","MNL","SFO","PR104","2021-12-04"
"scheduled","MNL","KIX","PR412","2021-12-04"
"scheduled","HID","GIC","Q6226","2021-12-04"
"scheduled","BNK","SYD","QF2063","2021-12-04"
"scheduled","BKK","LPT","QF3450","2021-12-04"
"scheduled","WLG","CHC","QF4996","2021-12-04"
"scheduled","MEL","PER","QF7359","2021-12-04"
"scheduled","LST","HBA","QF7367","2021-12-04"
"scheduled","BNE","ADL","QF7438","2021-12-04"
"scheduled","WLG","DUD","QF8592","2021-12-04"
"scheduled","WLG","GIS","QF8594","2021-12-04"
"scheduled","WLG","NPE","QF8596","2021-12-04"
"scheduled","WLG","NPL","QF8599","2021-12-04"
"scheduled","WLG","NSN","QF8601","2021-12-04"
"scheduled","WLG","TRG","QF8607","2021-12-04"
"scheduled","IVC","WLG","QF8631","2021-12-04"
"scheduled","WLG","IVC","QF8632","2021-12-04"
"scheduled","CGK","UPG","QG340","2021-12-04"
"scheduled","CGK","KNO","QG882","2021-12-04"
"scheduled","SGN","DAD","QH154","2021-12-04"
"scheduled","SGN","VKG","QH1571","2021-12-04"
"scheduled","KRT","DOH","QR1332","2021-12-04"
"scheduled","RDU","DFW","QR2622","2021-12-04"
"scheduled","MEL","KUL","QR4968","2021-12-04"
"active","PVH","GRU","QR5197","2021-12-04"
"active","NAT","GRU","QR5276","2021-12-04"
"scheduled","ISB","DOH","QR633","2021-12-04"
"scheduled","PEK","DOH","QR8073","2021-12-04"
"scheduled","CAN","DOH","QR8941","2021-12-04"
"scheduled","MNL","DOH","QR929","2021-12-04"
"scheduled","AQG","TAO","QW9864","2021-12-04"
"scheduled","KHN","KWL","QW9873","2021-12-04"
"landed","CGO","HKG","RH9366","2021-12-04"
"scheduled","WLG","PCN","S8111","2021-12-04"
"scheduled","BHE","CHC","S8651","2021-12-04"
"scheduled","CKG","THQ","SC3675","2021-12-04"
"scheduled","MEL","SIN","SQ218","2021-12-04"
"scheduled","AKL","SIN","SQ282","2021-12-04"
"scheduled","SIN","MUC","SQ332","2021-12-04"
"scheduled","TRG","CHC","SQ4538","2021-12-04"
"scheduled","MNL","SIN","SQ915","2021-12-04"
"scheduled","DEL","SVO","SU233","2021-12-04"
"active","ICN","SVO","SU251","2021-12-04"
"active","GSV","SVO","SU6490","2021-12-04"
"scheduled","MED","JED","SV1421","2021-12-04"
"scheduled","ICN","JFK","TG6745","2021-12-04"
"scheduled","MEL","KUL","TK4810","2021-12-04"
"scheduled","ISL","CAI","TK6468","2021-12-04"
"scheduled","LOS","ACC","TK6501","2021-12-04"
"scheduled","MEL","SIN","TK9311","2021-12-04"
"scheduled","FLN","POA","TP5152","2021-12-04"
"scheduled","KUL","DXB","TP6745","2021-12-04"
"scheduled","FRA","SOF","TP7540","2021-12-04"
"scheduled","SIN","TPE","TR898","2021-12-04"
"cancelled","NNG","LXA","TV7258","2021-12-04"
"landed","LBD","CEK","U62828","2021-12-04"
"scheduled","ICN","JFK","UA7293","2021-12-04"
"scheduled","SYX","PEK","UA7433","2021-12-04"
"scheduled","HAN","NRT","UA7921","2021-12-04"
"scheduled","SID","VCP","UC1505","2021-12-04"
"scheduled","MEL","SIN","UK8218","2021-12-04"
"scheduled","MAA","BOM","UK822","2021-12-04"
"scheduled","MEL","KUL","UL2328","2021-12-04"
"scheduled","SGN","CXR","VJ602","2021-12-04"
"scheduled","SGN","HAN","VN244","2021-12-04"
"scheduled","HAN","NRT","VN310","2021-12-04"
"scheduled","HAN","NRT","VN3498","2021-12-04"
"scheduled","MEL","SGN","VN780","2021-12-04"
"scheduled","DUS","AMS","VS5850","2021-12-04"
"scheduled","HID","GIC","W22309","2021-12-04"
"scheduled","DEL","IKA","W570","2021-12-04"
"scheduled","MEL","KUL","WY5128","2021-12-04"
"scheduled","BKS","CGK","X16295","2021-12-04"
"landed","PLW","UPG","X16318","2021-12-04"
"scheduled","KUL","AUH","XY3411","2021-12-04"
"scheduled","CRK","SZX","Y87422","2021-12-04"
"scheduled","NKG","ANC","Y87453","2021-12-04"
"scheduled","PVG","CGO","Y87471","2021-12-04"
"scheduled","TSN","PVG","Y87472","2021-12-04"
"scheduled","TSN","HGH","Y87476","2021-12-04"
"scheduled","CAN","PVG","Y87914","2021-12-04"
"scheduled","CTU","PVG","Y87920","2021-12-04"
"scheduled","HGH","PEK","Y87933","2021-12-04"
"scheduled","TPE","CAN","Y87936","2021-12-04"
"scheduled","PVG","CTU","Y87937","2021-12-04"
"scheduled","CTU","PVG","Y87938","2021-12-04"
"scheduled","PVG","TSN","Y87941","2021-12-04"
"scheduled","NGB","TSN","Y87943","2021-12-04"
"scheduled","PVG","KIX","Y87951","2021-12-04"
"scheduled","CAN","PVG","Y87958","2021-12-04"
"scheduled","PEK","HGH","Y87980","2021-12-04"
"unknown","XMN","HGH","Y87994","2021-12-04"
"scheduled","PVG","PEK","Y87995","2021-12-04"
"scheduled","DLC","KIX","YG9007","2021-12-04"
"scheduled","VVO","DLC","YG9010","2021-12-04"
"scheduled","CTU","SJW","YG9020","2021-12-04"
"scheduled","KIX","YNT","YG9036","2021-12-04"
"scheduled","HAK","BKK","YG9055","2021-12-04"
"scheduled","HGH","CTU","YG9061","2021-12-04"
"scheduled","KMG","KHI","YG9067","2021-12-04"
"scheduled","YNZ","KIX","YG9071","2021-12-04"
"scheduled","HGH","MNL","YG9079","2021-12-04"
"scheduled","KMG","LHE","YG9089","2021-12-04"
"scheduled","KHN","MNL","YG9109","2021-12-04"
"scheduled","NNG","BKK","YG9119","2021-12-04"
"scheduled","ICN","SJW","YG9122","2021-12-04"
"scheduled","NNG","MNL","YG9143","2021-12-04"
"scheduled","KMG","MAA","YG9153","2021-12-04"
"scheduled","KMG","RGN","YG9155","2021-12-04"
"landed","VKO","MLE","ZF839","2021-12-04"
"active","KWE","TNA","ZH2617","2021-12-04"
"scheduled","CKG","INC","ZH3819","2021-12-04"
"scheduled","NKG","XFN","ZH5426","2021-12-04"
"active","KHN","KMG","ZH8837","2021-12-04"
"scheduled","SZX","CGO","ZH9303","2021-12-04"
"scheduled","WUX","CAN","ZH9824","2021-12-04"
"landed","ALH","PER","ZL2112","2021-12-04"
"scheduled","MKY","DAL","1I423","2021-10-13"
"scheduled","SIN","PNH","3K593","2021-10-13"
"scheduled","TNG","BRU","3O113","2021-10-13"
"scheduled","TNA","SZX","3U2682","2021-10-13"
"scheduled","TNA","JZH","3U3769","2021-10-13"
"active","TNA","KMG","3U8218","2021-10-13"
"scheduled","TYN","YNJ","3U8415","2021-10-13"
"scheduled","TSN","CKG","3U8461","2021-10-13"
"scheduled","TSN","CGQ","3U8815","2021-10-13"
"scheduled","CEB","MNL","5J576","2021-10-13"
"scheduled","MPL","BIA","5O5781","2021-10-13"
"scheduled","SDF","MKE","5X542","2021-10-13"
"scheduled","HYD","SHJ","6E1405","2021-10-13"
"scheduled","HYD","DEL","6E2388","2021-10-13"
"scheduled","HYD","PNQ","6E241","2021-10-13"
"scheduled","HYD","BBI","6E266","2021-10-13"
"scheduled","HYD","BLR","6E413","2021-10-13"
"scheduled","HYD","VTZ","6E6211","2021-10-13"
"scheduled","HYD","BHO","6E7121","2021-10-13"
"scheduled","HYD","CNN","6E7225","2021-10-13"
"scheduled","HYD","GOI","6E743","2021-10-13"
"scheduled","DAM","BEY","6Q201","2021-10-13"
"scheduled","GMP","CJU","7C101","2021-10-13"
"scheduled","GMP","CJU","7C103","2021-10-13"
"scheduled","GMP","CJU","7C151","2021-10-13"
"cancelled","GMP","PUS","7C260","2021-10-13"
"scheduled","ICN","GYD","7L122","2021-10-13"
"scheduled","VKO","SGC","7R4247","2021-10-13"
"scheduled","SIN","RGN","8M232","2021-10-13"
"scheduled","HYD","MYQ","9I881","2021-10-13"
"scheduled","ATH","MXP","A3660","2021-10-13"
"scheduled","ATH","MAD","A3700","2021-10-13"
"scheduled","ATH","MLO","A37020","2021-10-13"
"scheduled","ATH","CHQ","A37332","2021-10-13"
"scheduled","ATH","JMK","A37372","2021-10-13"
"scheduled","ATH","ARN","A3760","2021-10-13"
"scheduled","ATH","MUC","A3802","2021-10-13"
"scheduled","ATH","WAW","A3870","2021-10-13"
"scheduled","ATH","TIA","A3970","2021-10-13"
"scheduled","ASF","MRV","A4358","2021-10-13"
"scheduled","HYD","LHR","AA6668","2021-10-13"
"scheduled","ATH","LHR","AA6847","2021-10-13"
"scheduled","SGN","ICN","AC6983","2021-10-13"
"scheduled","PMI","MAD","AF4848","2021-10-13"
"active","OUL","HEL","AF4883","2021-10-13"
"cancelled","FCO","PMO","AF9802","2021-10-13"
"scheduled","CMB","DEL","AI284","2021-10-13"
"scheduled","HYD","DEL","AI559","2021-10-13"
"scheduled","SIN","TPE","AI7058","2021-10-13"
"scheduled","HYD","MYQ","AI9881","2021-10-13"
"scheduled","PMI","MAD","AM6833","2021-10-13"
"scheduled","FCO","VCE","AR7186","2021-10-13"
"active","FCO","MAD","AR7207","2021-10-13"
"scheduled","FCO","BRI","AR7306","2021-10-13"
"scheduled","OZZ","CMN","AT1461","2021-10-13"
"scheduled","ICN","DOH","AT9735","2021-10-13"
"active","OUL","HEL","AY436","2021-10-13"
"cancelled","FCO","AMS","AZ108","2021-10-13"
"scheduled","FCO","VCE","AZ1463","2021-10-13"
"scheduled","FCO","CAG","AZ1593","2021-10-13"
"scheduled","FCO","BRI","AZ1617","2021-10-13"
"cancelled","FCO","PMO","AZ1785","2021-10-13"
"scheduled","PMI","MAD","AZ2441","2021-10-13"
"scheduled","FCO","FRA","AZ400","2021-10-13"
"scheduled","LHE","AUH","AZ5713","2021-10-13"
"scheduled","FCO","GVA","AZ576","2021-10-13"
"scheduled","FCO","MAD","AZ58","2021-10-13"
"scheduled","OZZ","CMN","AZ6137","2021-10-13"
"scheduled","HYD","LHR","BA276","2021-10-13"
"scheduled","ATH","LHR","BA631","2021-10-13"
"scheduled","HKT","DOH","BA7012","2021-10-13"
"scheduled","KWI","DAC","BG44","2021-10-13"
"scheduled","TSN","NZL","BK2959","2021-10-13"
"scheduled","TSN","KMG","BK2975","2021-10-13"
"scheduled","TYN","TSN","BK3174","2021-10-13"
"scheduled","CKG","KMG","BK5324","2021-10-13"
"scheduled","SIN","TPE","BR226","2021-10-13"
"scheduled","AKL","WLG","BR3253","2021-10-13"
"scheduled","AKL","ZQN","BR3269","2021-10-13"
"scheduled","WLG","AKL","BR3308","2021-10-13"
"scheduled","FCO","TRN","BV2132","2021-10-13"
"scheduled","GMP","CJU","BX8011","2021-10-13"
"scheduled","HYD","MAA","BZ481","2021-10-13"
"scheduled","CTU","NKG","CA1085","2021-10-13"
"scheduled","SGN","PVG","CA1094","2021-10-13"
"scheduled","TYN","PEK","CA1146","2021-10-13"
"scheduled","TNA","SZX","CA1187","2021-10-13"
"scheduled","TNA","SZX","CA3792","2021-10-13"
"cancelled","TSN","HRB","CA3967","2021-10-13"
"scheduled","TYN","URC","CA4611","2021-10-13"
"cancelled","TSN","HET","CA4717","2021-10-13"
"scheduled","TYN","KWE","CA8419","2021-10-13"
"active","TNA","DLC","CA8962","2021-10-13"
"scheduled","CGO","NRT","CF227","2021-10-13"
"scheduled","CSX","NKG","CF9007","2021-10-13"
"scheduled","PEK","CAN","CF9020","2021-10-13"
"scheduled","KHN","NKG","CF9023","2021-10-13"
"scheduled","XIY","NKG","CF9033","2021-10-13"
"scheduled","FOC","NKG","CF9041","2021-10-13"
"scheduled","TYN","HET","CF9070","2021-10-13"
"scheduled","TNA","NKG","CF9075","2021-10-13"
"scheduled","POM","HGU","CG8408","2021-10-13"
"scheduled","POM","WBM","CG8490","2021-10-13"
"scheduled","SIN","TPE","CI754","2021-10-13"
"scheduled","SIN","TPE","CI756","2021-10-13"
"cancelled","FCO","PMO","CI9285","2021-10-13"
"scheduled","FCO","VCE","CI9459","2021-10-13"
"scheduled","AKL","PPQ","CV644","2021-10-13"
"scheduled","AKL","WAG","CV704","2021-10-13"
"scheduled","SIN","KUL","CV7303","2021-10-13"
"scheduled","WHK","AKL","CV827","2021-10-13"
"landed","OVB","BUD","CV9752","2021-10-13"
"cancelled","TNA","CAN","CZ3620","2021-10-13"
"scheduled","CAN","FRA","CZ467","2021-10-13"
"scheduled","TSN","CKG","CZ6579","2021-10-13"
"cancelled","FCO","AMS","CZ7358","2021-10-13"
"active","FCO","FRA","CZ7398","2021-10-13"
"scheduled","TYN","YNJ","CZ9261","2021-10-13"
"scheduled","TSN","CKG","CZ9275","2021-10-13"
"scheduled","TSN","CGQ","CZ9483","2021-10-13"
"scheduled","PMI","HAM","DE1521","2021-10-13"
"scheduled","CEB","CGY","DG6719","2021-10-13"
"cancelled","FCO","AMS","DL6606","2021-10-13"
"active","FCO","FRA","DL6626","2021-10-13"
"cancelled","FCO","PMO","DL6657","2021-10-13"
"scheduled","FCO","BRI","DL6678","2021-10-13"
"scheduled","FCO","VCE","DL6696","2021-10-13"
"scheduled","PMI","MAD","DL6740","2021-10-13"
"scheduled","VKO","UFA","DP435","2021-10-13"
"scheduled","LED","PEE","DP569","2021-10-13"
"scheduled","TSN","NZL","DR2959","2021-10-13"
"scheduled","TYN","TSN","DR3174","2021-10-13"
"scheduled","CKG","KMG","DR5324","2021-10-13"
"scheduled","EVN","DXB","EK2205","2021-10-13"
"scheduled","VKO","DXB","EK2323","2021-10-13"
"scheduled","CMB","DXB","EK649","2021-10-13"
"cancelled","AKL","WLG","EK7555","2021-10-13"
"scheduled","SIN","PNH","EK7747","2021-10-13"
"scheduled","KWI","ADD","ET3621","2021-10-13"
"scheduled","FCO","VCE","ET4003","2021-10-13"
"scheduled","FCO","BRI","ET4021","2021-10-13"
"scheduled","TNA","CTU","EU1854","2021-10-13"
"scheduled","PMI","BER","EW6892","2021-10-13"
"scheduled","DAC","AUH","EY235","2021-10-13"
"scheduled","LHE","AUH","EY242","2021-10-13"
"cancelled","FCO","AMS","EY2809","2021-10-13"
"active","FCO","FRA","EY2867","2021-10-13"
"scheduled","FCO","BRI","EY2898","2021-10-13"
"scheduled","FCO","VCE","EY2953","2021-10-13"
"active","FCO","MAD","EY2991","2021-10-13"
"cancelled","FCO","PMO","EY3034","2021-10-13"
"scheduled","BAH","AUH","EY3154","2021-10-13"
"scheduled","PMI","MAD","EY4322","2021-10-13"
"scheduled","DUD","CHC","EY4492","2021-10-13"
"scheduled","AKL","WLG","EY4497","2021-10-13"
"scheduled","WLG","AKL","EY4506","2021-10-13"
"scheduled","WLG","ZQN","EY4543","2021-10-13"
"scheduled","AKL","ZQN","EY4749","2021-10-13"
"scheduled","SGN","ICN","EY8446","2021-10-13"
"scheduled","FCO","BRI","FB1653","2021-10-13"
"cancelled","FCO","PMO","FB1661","2021-10-13"
"cancelled","AKL","NAN","FJ1416","2021-10-13"
"cancelled","AKL","WLG","FJ5537","2021-10-13"
"scheduled","BUQ","HRE","FN8442","2021-10-13"
"scheduled","PMI","NUE","FR2158","2021-10-13"
"scheduled","PMI","LBA","FR2327","2021-10-13"
"scheduled","BUD","BGY","FR3165","2021-10-13"
"scheduled","CHQ","ATH","FR4520","2021-10-13"
"scheduled","BUD","TLV","FR6754","2021-10-13"
"scheduled","PMI","HAM","FR9168","2021-10-13"
"scheduled","TSN","FOC","FU6555","2021-10-13"
"scheduled","VKO","DXB","FZ1918","2021-10-13"
"scheduled","EVN","DXB","FZ716","2021-10-13"
"scheduled","TSN","CKG","G56013","2021-10-13"
"scheduled","TNA","WDS","G56182","2021-10-13"
"scheduled","TYN","KWE","G56542","2021-10-13"
"scheduled","TNA","HET","G56726","2021-10-13"
"scheduled","TYN","TSN","G56736","2021-10-13"
"scheduled","TYN","URC","G58312","2021-10-13"
"cancelled","TSN","HET","G58332","2021-10-13"
"scheduled","CGK","SIN","GA8957","2021-10-13"
"scheduled","HND","HIJ","GA9972","2021-10-13"
"scheduled","BAH","AUH","GF540","2021-10-13"
"scheduled","JJN","HGH","GI4017","2021-10-13"
"scheduled","XIY","CAN","GI4021","2021-10-13"
"scheduled","WUX","TSN","GI4027","2021-10-13"
"scheduled","CGO","HFE","GI4113","2021-10-13"
"scheduled","CGO","ICN","GI4119","2021-10-13"
"scheduled","TNA","XIY","GJ8614","2021-10-13"
"scheduled","HAN","CAN","GJ8654","2021-10-13"
"scheduled","HRB","HGH","GJ8711","2021-10-13"
"scheduled","JSY","ATH","GQ21","2021-10-13"
"scheduled","ATH","JTR","GQ340","2021-10-13"
"cancelled","TSN","JDZ","GS6560","2021-10-13"
"scheduled","TYN","WMT","GY7134","2021-10-13"
"scheduled","SIN","TPE","HA2854","2021-10-13"
"scheduled","HKD","HND","HA5291","2021-10-13"
"scheduled","HND","HKD","HA5292","2021-10-13"
"active","OUL","HEL","HO3214","2021-10-13"
"scheduled","TYN","PVG","HO5749","2021-10-13"
"landed","CSX","KMG","HO5891","2021-10-13"
"scheduled","CGO","KHN","HT3809","2021-10-13"
"active","TNA","NNG","HU1830","2021-10-13"
"active","TNA","SHE","HU7821","2021-10-13"
"scheduled","OZZ","CMN","IB1828","2021-10-13"
"scheduled","PMI","BCN","IB5154","2021-10-13"
"scheduled","PMI","BCN","IB5159","2021-10-13"
"scheduled","HKT","DOH","IB7937","2021-10-13"
"scheduled","PKY","CGK","ID6203","2021-10-13"
"scheduled","PKY","CGK","ID6378","2021-10-13"
"scheduled","ATD","HIR","IE335","2021-10-13"
"active","MKQ","TMH","IL285","2021-10-13"
"scheduled","IKT","KJA","IO171","2021-10-13"
"scheduled","IKT","ULK","IO180","2021-10-13"
"scheduled","XIY","PEK","J25069","2021-10-13"
"cancelled","TNA","SYX","JD5146","2021-10-13"
"scheduled","HKD","OKD","JL2748","2021-10-13"
"scheduled","HKD","HND","JL586","2021-10-13"
"cancelled","AKL","WLG","JQ261","2021-10-13"
"scheduled","DRW","BNE","JQ673","2021-10-13"
"active","FCO","FRA","JU7232","2021-10-13"
"scheduled","FCO","GVA","JU7237","2021-10-13"
"active","FCO","MAD","JU7240","2021-10-13"
"cancelled","FCO","PMO","JU7308","2021-10-13"
"scheduled","FCO","VCE","JU7316","2021-10-13"
"scheduled","FCO","BRI","JU7360","2021-10-13"
"scheduled","LHE","AUH","JU7502","2021-10-13"
"scheduled","GMP","PUS","KE1101","2021-10-13"
"scheduled","GMP","CJU","KE1201","2021-10-13"
"scheduled","GMP","CJU","KE1203","2021-10-13"
"scheduled","ICN","PVG","KE335","2021-10-13"
"active","FCO","MAD","KE6327","2021-10-13"
"scheduled","CKG","ICN","KJ2626","2021-10-13"
"scheduled","ICN","CDG","KL2347","2021-10-13"
"scheduled","IKT","SVO","KL3238","2021-10-13"
"scheduled","PMI","MAD","KL3342","2021-10-13"
"cancelled","FCO","PMO","KL3466","2021-10-13"
"scheduled","LHE","AUH","KL3932","2021-10-13"
"scheduled","SIN","PNH","KL4871","2021-10-13"
"active","FCO","MAD","KM2633","2021-10-13"
"active","FCO","FRA","KM2640","2021-10-13"
"scheduled","FCO","CAG","KM2692","2021-10-13"
"scheduled","FCO","VCE","KQ3371","2021-10-13"
"scheduled","FCO","BRI","KQ3401","2021-10-13"
"scheduled","FCO","GVA","KQ3412","2021-10-13"
"cancelled","FCO","PMO","KQ3415","2021-10-13"
"active","FCO","MAD","KQ3432","2021-10-13"
"cancelled","FCO","AMS","KQ3448","2021-10-13"
"active","FCO","FRA","KQ3482","2021-10-13"
"scheduled","DAC","KWI","KU284","2021-10-13"
"cancelled","SZX","XNN","KY9037","2021-10-13"
"scheduled","TNA","SZX","KY9902","2021-10-13"
"scheduled","SCL","ANF","LA1296","2021-10-13"
"scheduled","ICN","DOH","LA6037","2021-10-13"
"scheduled","HND","HIJ","LH4886","2021-10-13"
"scheduled","HND","HKD","LH4908","2021-10-13"
"scheduled","ATH","MUC","LH5917","2021-10-13"
"scheduled","ICN","FRA","LH8474","2021-10-13"
"scheduled","ICN","FRA","LH8475","2021-10-13"
"active","AKL","SIN","LH9753","2021-10-13"
"scheduled","MEL","SIN","LH9777","2021-10-13"
"scheduled","GMP","CJU","LJ303","2021-10-13"
"scheduled","ATH","WAW","LO5604","2021-10-13"
"active","AKL","SIN","LX9003","2021-10-13"
"landed","TNA","CAN","MF1254","2021-10-13"
"landed","JMJ","KMG","MF3354","2021-10-13"
"scheduled","TSN","CKG","MF5139","2021-10-13"
"scheduled","TNA","CSX","MF8036","2021-10-13"
"scheduled","TNA","JJN","MF8242","2021-10-13"
