
Pr,Deposit_ID                      ,Deposit_DT         ,Database_ID,Snapshot_ID,Snapshot_Begin_DT  ,Snapshot_End_DT    ,Snapshot_Sec,  vCPU_Num,  vCPU_Sec,vCPU_DB_FRGD_Sec,vCPU_DB_FRGD_Pct,vCPU_DB_FRGD_Num,vCPU_DB_BKGD_Sec,vCPU_DB_BKGD_Pct,vCPU_DB_BKGD_Num,vCPU_DB_Sec,vCPU_DB_Pct,vCPU_DB_Num,vCPU_OS_Sec,vCPU_OS_Pct,vCPU_OS_Num,Mem_SGA_Shared_Pool_GB,Mem_SGA_Large_Pool_GB,Mem_SGA_Java_Pool_GB,Mem_SGA_Buffer_Cache_GB,Mem_SGA_Log_Buffer_GB,Mem_SGA_GB,Mem_PGA_GB,    Mem_GB,MBPS_App_Reads,MBPS_Sys_Reads,MBPS_Tot_Reads,MBPS_App_Writes,MBPS_Sys_Writes,MBPS_Tot_Writes,MBPS_Tot_App,MBPS_Tot_Sys,  MBPS_Tot, MBPS_INTC,IOPS_App_Reads,IOPS_Sys_Reads,IOPS_Tot_Reads,IOPS_App_Writes,IOPS_Sys_Writes,IOPS_Tot_Writes,IOPS_Tot_App,IOPS_Tot_Sys,  IOPS_Tot,      MBPS                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        930,2022-10-08 11:00:14,2022-10-08 12:00:30,        3616,         2,      7232,        25.39002,      .003510788,      .007021576,       37.798909,      .005226619,      .010453238,  63.188929, .008737407, .017474814,      77.28, .010685841, .021371681,             .77033934,               .03125,             .015625,                .765625,           .007591248,1.59043059, .24204731, 1.8324779,    .003247286,    .035311809,    .038559095,     .012976182,     .023870553,     .036846735,  .016223469,  .059182361, .07540583, .07540583,    .308904867,    2.26106195,    2.56996681,     .886061947,     2.41344027,     3.29950221,  1.19496681,  4.67450221,5.86946903,.009848708                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        929,2022-10-08 10:00:59,2022-10-08 11:00:14,        3555,         2,      7110,       17.874746,      .002514029,      .005028058,       10.193522,      .001433688,      .002867376,  28.068268, .003947717, .007895434,      39.46,  .00554993, .011099859,            .777763054,               .03125,             .015625,                .765625,           .007591248, 1.5978543,.232105255,1.82995956,    .003311797,    .035517757,    .038829553,      .01271097,     .020230639,      .03294161,  .016022767,  .055748396,.071771163,.071771163,    .320112518,     2.2742616,    2.59437412,     .906610408,     2.35977496,     3.26638537,  1.22672293,  4.63403657,5.86075949,.006193516                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        928,2022-10-08 09:00:44,2022-10-08 10:00:59,        3615,         2,      7230,       24.580978,      .003399859,      .006799717,       24.529664,      .003392761,      .006785523,  49.110642,  .00679262,  .01358524,      61.18, .008461964, .016923928,            .767437667,               .03125,             .015625,                .765625,           .007591248,1.58752891,.244000435,1.83152935,    .004285529,    .158643456,    .162928985,     .014071145,     .146582842,     .160653986,  .018356674,  .305226298,.323582971,.323582971,    .393360996,    2.41244813,    2.80580913,     .971230982,     2.54993084,     3.52116183,  1.36459198,  4.96237898,6.32697095,.006993824                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        927,2022-10-08 08:00:29,2022-10-08 09:00:44,        3615,         2,      7230,       18.489971,      .002557396,      .005114791,       24.503332,      .003389119,      .006778238,  42.993303, .005946515,  .01189303,      54.91, .007594744, .015189488,            .777349271,               .03125,             .015625,                .765625,           .007591248,1.59744052,.241497993,1.83893851,    .003226573,    .035382089,    .038608662,     .012772303,     .022847645,     .035619948,  .015998876,  .058229734, .07422861, .07422861,    .313416321,    2.26583679,    2.57925311,     .893499308,     2.38782849,      3.2813278,  1.20691563,  4.65366528,5.86058091,.006218078                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        926,2022-10-08 07:00:13,2022-10-08 08:00:29,        3616,         2,      7232,       21.940423,      .003033797,      .006067595,       37.786774,      .005224941,      .010449882,  59.727197, .008258739, .016517477,      74.22, .010262721, .020525442,            .777378783,               .03125,             .015625,                .765625,           .007591248,1.59747003, .24583149,1.84330152,    .003608096,    .035424157,    .039032252,     .017647262,      .02579154,     .043438802,  .021255358,  .061215696,.082471054,.082471054,    .364214602,    2.26825221,    2.63246681,     .990873894,     2.45215708,     3.44303097,   1.3550885,  4.72040929,6.07549779,  .0117315                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        925,2022-10-08 06:00:58,2022-10-08 07:00:13,        3555,         2,      7110,         .042708,      6.0068E-06,      .000012014,       10.566736,      .001486179,      .002972359,  10.609444, .001492186, .002984372,      21.34, .003001406, .006002813,            .777737439,               .03125,             .015625,                .765625,           .007591248,1.59782869,.237164497,1.83499318,    .000079114,    .034858474,    .034937588,     .007423523,     .014789222,     .022212745,  .007502637,  .049647696,.057150333,.057150333,    .010126582,    2.23206751,    2.24219409,     .453445851,     1.91786217,     2.37130802,  .463572433,  4.14992968,4.61350211,.001518096                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        924,2022-10-08 05:00:43,2022-10-08 06:00:58,        3615,         2,      7230,       17.981867,      .002487119,      .004974237,       25.600496,      .003540871,      .007081742,  43.582363, .006027989, .012055979,      51.98, .007189488, .014378976,            .777991697,               .03125,             .015625,                .765625,           .007591248,1.59808294,.245519638,1.84360258,    .056790284,    .035187586,     .09197787,      .01141295,     .020399486,     .031812435,  .068203233,  .055587072,.123790305,.123790305,    2.18810512,    2.25338866,    4.44149378,     .325034578,     2.14080221,     2.46583679,   2.5131397,  4.39419087,6.90733057,.004448544                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        923,2022-10-08 04:00:28,2022-10-08 05:00:43,        3615,         2,      7230,         .040978,      5.6678E-06,      .000011336,       23.643827,      .003270239,      .006540478,  23.684805, .003275907, .006551813,      32.13, .004443983, .008887967,            .779665522,               .03125,             .015625,                .765625,           .007591248,1.59975677,.245099068,1.84485584,    .000129668,     .03460408,    .034733748,     .002833247,     .014088569,     .016921816,  .002962915,  .048692649,.051655564,.051655564,    .016320885,    2.21576763,    2.23208852,     .195573997,     1.86279391,     2.05836791,  .211894882,  4.07856155,4.29045643,.001222519                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        922,2022-10-08 03:00:12,2022-10-08 04:00:28,        3616,         2,      7232,         .073428,      .000010153,      .000020306,       36.784137,      .005086302,      .010172604,  36.857565, .005096455, .010192911,      47.54, .006573562, .013147124,             .77973257,               .03125,             .015625,                .765625,           .007591248,1.59982382,.246319771,1.84614359,    .000300315,    .034566153,    .034866468,     .003031233,     .014137336,     .017168568,  .003331547,  .048703489,.052035036,.052035036,    .035121681,    2.21487832,          2.25,     .212942478,     1.87527655,     2.08821903,  .248064159,  4.09015487,4.33821903,.001217551                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        921,2022-10-08 02:00:57,2022-10-08 03:00:12,        3555,         2,      7110,         .468474,      .000065889,      .000131779,         11.3554,      .001597103,      .003194205,  11.823874, .001662992, .003325984,         24, .003375527, .006751055,            .732884683,               .03125,             .015625,                  .8125,           .007591248,1.59985093, .23831749,1.83816842,    .000129659,    .034704641,      .0348343,     .002863485,     .014070878,     .016934363,  .002993143,   .04877552,.051768663,.051768663,    .016596343,    2.22222222,    2.23881857,     .196905767,      1.8652602,     2.06216596,   .21350211,  4.08748242,4.30098453,.001189213                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        920,2022-10-08 01:00:42,2022-10-08 02:00:57,        3615,         2,      7230,       18.046626,      .002496076,      .004992151,       25.027659,       .00346164,       .00692328,  43.074285, .005957716, .011915432,      61.49, .008504841, .017009682,            .734290071,               .03125,             .015625,                  .8125,           .007591248,1.60125632,.247830391,1.84908671,    .002336186,    .035131397,    .037467583,     .013154824,     .019604999,     .032759822,   .01549101,  .054736396,.070227405,.070227405,    .224896266,    2.24951591,    2.47441217,     .847026279,     2.31673582,      3.1637621,  1.07192254,  4.56625173,5.63817427,.005935301                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        919,2022-10-08 00:00:27,2022-10-08 01:00:42,        3615,         2,      7230,        22.81223,      .003155219,      .006310437,       25.823553,      .003571722,      .007143445,  48.635783, .006726941, .013453882,      66.22, .009159059, .018318119,            .734500006,               .03125,             .015625,                  .8125,           .007591248,1.60146625,.247723579,1.84918983,    .003284924,    .035386411,    .038671335,      .01379668,     .020091794,     .033888475,  .017081604,  .055478205,.072559809,.072559809,    .309820194,    2.26583679,    2.57565698,     .889073306,     2.40746888,     3.29654219,   1.1988935,  4.67330567,5.87219917,.006344042                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        918,2022-10-07 23:00:11,2022-10-08 00:00:27,        3616,         2,      7232,       36.499262,      .005046911,      .010093822,       39.786733,      .005501484,      .011002968,  76.285995, .010548395, .021096791,      98.33, .013596515, .027193031,            .732996337,               .03125,             .015625,                  .8125,           .007591248,1.59996258,.253074646,1.85303723,     .03064505,    .035795769,    .066440819,     .039364975,      .04566564,     .085030615,  .070010025,  .081461408,.151471433,.151471433,    .869745575,     2.2920354,    3.16178097,     1.69137168,     2.97096239,     4.66233407,  2.56111726,  5.26299779,7.82411504,.030157993                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        917,2022-10-07 22:00:57,2022-10-07 23:00:11,        3554,         2,      7108,        6.424623,      .000903858,      .001807716,       10.650942,      .001498444,      .002996889,  17.075565, .002402302, .004804605,      33.56, .004721441, .009442881,            .723653734,               .03125,             .015625,                  .8125,           .007591248,1.59061998,.232953072,1.82357305,    .003761167,    .034885868,    .038647035,     .020843592,     .018915059,     .039758651,  .024604759,  .053800927,.078405686,.078405686,    .029825549,    2.23382105,     2.2636466,     .814575127,     2.06162071,     2.87619584,  .844400675,  4.29544176,5.13984243,.005509788                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        916,2022-10-07 21:00:42,2022-10-07 22:00:57,        3615,         2,      7230,       28.082266,      .003884131,      .007768262,       27.786065,      .003843163,      .007686325,  55.868331, .007727293, .015454587,      71.59, .009901798, .019803596,            .724019215,               .03125,             .015625,                  .8125,           .007591248,1.59098546,.259008408,1.84999387,    .053367047,    .035070885,    .088437932,     .011341632,     .022949894,     .034291526,  .064708679,  .058020779,.122729458,.122729458,    1.79363762,    2.24564315,    4.03928077,      .32835408,     2.17814661,     2.50650069,   2.1219917,  4.42378976,6.54578147,.009656956                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        915,2022-10-07 20:00:27,2022-10-07 21:00:42,        3615,         2,      7230,         .039695,      5.4903E-06,      .000010981,       23.959579,      .003313911,      .006627823,  23.999274, .003319402, .006638803,       39.1, .005408022, .010816044,            .733966149,               .03125,             .015625,                  .8125,           .007591248, 1.6009324,.240345001, 1.8412774,    2.1611E-06,    .034543568,     .03454573,     .002701418,     .014032919,     .016734337,  .002703579,  .048576488,.051280067,.051280067,    .000276625,    2.21189488,    2.21217151,     .196680498,     1.85311203,     2.04979253,  .196957123,  4.06500692,4.26196404,.001110227                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        914,2022-10-07 19:00:12,2022-10-07 20:00:27,        3615,         2,      7230,         .059596,      8.2429E-06,      .000016486,       24.626266,      .003406123,      .006812245,  24.685862, .003414365, .006828731,      41.21, .005699862, .011399723,            .733961865,               .03125,             .015625,                  .8125,           .007591248,1.60092811,.242359161,1.84328727,             0,    .034634336,    .034634336,     .002675484,     .013974434,     .016649918,  .002675484,   .04860877,.051284254,.051284254,             0,    2.21770401,    2.21770401,     .203872752,     1.85255878,     2.05643154,  .203872752,  4.07026279,4.27413555,.001087062                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        913,2022-10-07 18:00:57,2022-10-07 19:00:12,        3555,         2,      7110,         .042713,      6.0075E-06,      .000012015,       21.408001,      .003010971,      .006021941,  21.450714, .003016978, .006033956,      36.23,  .00509564,  .01019128,            .733972184,               .03125,             .015625,                  .8125,           .007591248,1.60093843,.236621857,1.83756029,    2.1976E-06,    .034643108,    .034645306,     .002700861,     .013997396,     .016698257,  .002703059,  .048640504,.051343563,.051343563,    .000281294,    2.21828411,     2.2185654,     .192967651,     1.85372714,      2.0466948,  .193248945,  4.07201125, 4.2652602, .00111233                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        912,2022-10-07 17:00:43,2022-10-07 18:00:57,        3614,         2,      7228,          .11352,      .000015706,      .000031411,       24.359506,      .003370159,      .006740317,  24.473026, .003385864, .006771728,      39.43, .005455174, .010910349,            .733964853,               .03125,             .015625,                  .8125,           .007591248, 1.6009311,.241565704, 1.8424968,             0,    .034553127,    .034553127,     .002866457,     .014038018,     .016904475,  .002866457,  .048591145,.051457602,.051457602,             0,    2.21250692,    2.21250692,     .202268954,     1.85390149,     2.05617045,  .202268954,  4.06640841,4.26867737, .00109882                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        911,2022-10-07 16:00:28,2022-10-07 17:00:43,        3615,         2,      7230,         .042906,      5.9344E-06,      .000011869,       23.174791,      .003205365,      .006410731,  23.217697,   .0032113, .006422599,      39.09, .005406639, .010813278,             .73388356,               .03125,             .015625,                  .8125,           .007591248,1.60084981,.242779732,1.84362954,    2.1611E-06,    .034664592,    .034666753,     .002567427,        .013977,     .016544428,  .002569589,  .048641592,.051211181,.051211181,    .000276625,    2.21964039,    2.21991701,     .187551867,     1.85062241,     2.03817427,  .187828492,  4.07026279,4.25809129,.001114911                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        910,2022-10-07 15:00:13,2022-10-07 16:00:28,        3615,         2,      7230,         .059789,      8.2696E-06,      .000016539,       23.051486,      .003188311,      .006376621,  23.111275,  .00319658,  .00639316,       38.5, .005325035, .010650069,            .733882815,               .03125,             .015625,                  .8125,           .007591248,1.60084906,.245160103,1.84600917,             0,    .034543568,    .034543568,     .002645228,      .01395836,     .016603589,  .002645228,  .048501929,.051147157,.051147157,             0,    2.21189488,    2.21189488,     .185338866,     1.85255878,     2.03789765,  .185338866,  4.06445367,4.24979253,.001045734                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        909,2022-10-07 14:00:58,2022-10-07 15:00:13,        3555,         2,      7110,         .042885,      6.0316E-06,      .000012063,       22.627515,      .003182492,      .006364983,    22.6704, .003188523, .006377046,      38.14, .005364276, .010728551,            .733970255,               .03125,             .015625,                  .8125,           .007591248, 1.6009365,.242115021,1.84305152,    2.1976E-06,     .03468706,    .034689258,     .003103024,     .014043134,     .017146157,  .003105222,  .048730194,.051835416,.051835416,    .000281294,    2.22109705,    2.22137834,     .205907173,     1.85372714,     2.05963432,  .206188467,  4.07482419,4.28101266,.001144706                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        908,2022-10-07 13:00:43,2022-10-07 14:00:58,        3615,         2,      7230,         .059717,      8.2596E-06,      .000016519,       23.383248,      .003234198,      .006468395,  23.442965, .003242457, .006484914,      39.45, .005456432, .010912863,            .734077752,               .03125,             .015625,                  .8125,           .007591248,  1.601044,.240222931,1.84126693,    .000028095,    .034668914,    .034697009,     .002880792,     .013965654,     .016846446,  .002908887,  .048634568,.051543455,.051543455,    .003596127,    2.21991701,    2.22351314,     .195850622,     1.86666667,     2.06251729,   .19944675,  4.08658368,4.28603043,.001120426                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        907,2022-10-07 12:00:28,2022-10-07 13:00:43,        3615,         2,      7230,         .040182,      5.5577E-06,      .000011115,       23.933533,      .003310309,      .006620618,  23.973715, .003315867, .006631733,      39.56, .005471646, .010943292,             .73383861,               .03125,             .015625,                  .8125,           .007591248,1.60080486,.241803169,1.84260803,    4.3223E-06,    .034513313,    .034517635,     .002770574,     .014068713,     .016839287,  .002774896,  .048582026,.051356922,.051356922,     .00055325,    2.20995851,    2.21051176,     .191147994,     1.85117566,     2.04232365,  .191701245,  4.06113416,4.25283541,.001128157                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        906,2022-10-07 11:00:14,2022-10-07 12:00:28,        3614,         2,      7228,         .060925,      .000008429,      .000016858,       23.235624,      .003214669,      .006429337,  23.296549, .003223098, .006446195,      38.78, .005365246, .010730493,            .733842194,               .03125,             .015625,                  .8125,           .007591248,1.60080844,.241559029,1.84236747,             0,    .034661213,    .034661213,     .002700003,     .014000593,     .016700597,  .002700003,  .048661807, .05136181, .05136181,             0,    2.21942446,    2.21942446,     .185666851,     1.85168788,     2.03735473,  .185666851,  4.07111234,4.25677919,.001091591                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        905,2022-10-07 10:00:59,2022-10-07 11:00:14,        3555,         2,      7110,         .040431,      5.6865E-06,      .000011373,       23.254266,      .003270642,      .006541284,  23.294697, .003276329, .006552657,      38.31, .005388186, .010776371,            .733841002,               .03125,             .015625,                  .8125,           .007591248,1.60080725,.242352486,1.84315974,    8.7904E-06,    .034546414,    .034555204,     .002760197,      .01405989,     .016820087,  .002768987,  .048606304,.051375291,.051375291,    .001125176,    2.21209564,    2.21322082,     .194092827,     1.85260197,      2.0466948,  .195218003,  4.06469761,4.25991561,.001152538                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        904,2022-10-07 09:00:44,2022-10-07 10:00:59,        3615,         2,      7230,         .060698,      8.3953E-06,      .000016791,       23.230481,      .003213068,      .006426136,  23.291179, .003221463, .006442926,      38.51, .005326418, .010652835,             .73395782,               .03125,             .015625,                  .8125,           .007591248,1.60092407,.228199005,1.82912307,             0,    .034681881,    .034681881,     .002656034,     .013985239,     .016641273,  .002656034,  .048667121,.051323154,.051323154,             0,    2.22074689,    2.22074689,     .189211618,     1.85587828,      2.0450899,  .189211618,  4.07662517,4.26583679,.001083562                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        903,2022-10-07 08:00:29,2022-10-07 09:00:44,        3615,         2,      7230,         .040788,      5.6415E-06,      .000011283,       22.908919,      .003168592,      .006337184,  22.949707, .003174233, .006348467,      38.24, .005289073, .010578147,            .733846582,               .03125,             .015625,                  .8125,           .007591248,1.60081283,.242291451,1.84310428,    2.1611E-06,    .034617047,    .034619208,     .002971559,     .014023059,     .016994619,  .002973721,  .048640106,.051613827,.051613827,    .000276625,    2.21659751,    2.21687414,      .19197787,     1.85587828,     2.04785615,  .192254495,   4.0724758,4.26473029,.001131277                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        902,2022-10-07 07:00:14,2022-10-07 08:00:29,        3615,         2,      7230,         .060075,      8.3091E-06,      .000016618,       23.053325,      .003188565,       .00637713,    23.1134, .003196874, .006393748,      38.93, .005384509, .010769018,            .733837232,               .03125,             .015625,                  .8125,           .007591248,1.60080348,.244366646,1.84517013,             0,    .034578147,    .034578147,     .002707901,     .014006446,     .016714347,  .002707901,  .048584592,.051292493,.051292493,             0,    2.21410788,    2.21410788,     .194190871,     1.85947441,     2.05366528,  .194190871,   4.0735823,4.26777317,.001085092                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        901,2022-10-07 06:01:00,2022-10-07 07:00:14,        3554,         2,      7108,         .040429,      5.6878E-06,      .000011376,       23.105182,      .003250588,      .006501177,  23.145611, .003256276, .006512552,      38.11, .005361564, .010723129,            .733849578,               .03125,             .015625,                  .8125,           .007591248,1.60081583,.244122505,1.84493833,    2.1982E-06,    .034758371,    .034760569,     .002664252,     .014008204,     .016672455,   .00266645,  .048766575,.051433024,.051433024,    .000281373,    2.22566123,     2.2259426,      .18598762,     1.85368599,     2.03967361,  .186268993,  4.07934721,4.26561621,.001141816                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        900,2022-10-07 05:00:45,2022-10-07 06:01:00,        3615,         2,      7230,         .122516,      .000016946,      .000033891,       23.771622,      .003287915,      .006575829,  23.894138,  .00330486,  .00660972,      38.45, .005318119, .010636238,            .734067805,               .03125,             .015625,                  .8125,           .007591248,1.60103405,.228327751, 1.8293618,             0,    .034526279,    .034526279,      .00287647,     .014147865,     .017024334,   .00287647,  .048674144,.051550614,.051550614,             0,    2.21078838,    2.21078838,     .192254495,     1.86196404,     2.05421853,  .192254495,  4.07275242,4.26500692,.001212696                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        899,2022-10-07 04:00:30,2022-10-07 05:00:45,        3615,         2,      7230,          .04783,      6.6155E-06,      .000013231,       23.127823,      .003198869,      .006397738,  23.175653, .003205485, .006410969,      38.52, .005327801, .010655602,            .734109223,               .03125,             .015625,                  .8125,           .007591248,1.60107547,.228938103,1.83001357,    2.1611E-06,    .034651625,    .034653786,     .002716546,     .014020358,     .016736904,  .002718707,  .048671983, .05139069, .05139069,    .000276625,    2.21881051,    2.21908714,     .185338866,     1.86168741,     2.04702628,  .185615491,  4.08049793,4.26611342,.001145744                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        898,2022-10-07 03:00:15,2022-10-07 04:00:30,        3615,         2,      7230,         .069883,      9.6657E-06,      .000019331,       23.989829,      .003318095,      .006636191,  24.059712, .003327761, .006655522,      39.03,  .00539834,  .01079668,            .734132484,               .03125,             .015625,                  .8125,           .007591248,1.60109873,.245105743,1.84620447,    2.1611E-06,     .15818435,    .158186511,     .002755446,     .137251064,      .14000651,  .002757607,  .295435415,.298193022,.298193022,    .000276625,    2.35546335,    2.35573997,     .196957123,     2.00829876,     2.20525588,  .197233748,   4.3637621,4.56099585,.001149758                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        897,2022-10-07 02:00:00,2022-10-07 03:00:15,        3615,         2,      7230,         .492164,      .000068072,      .000136145,       24.977176,      .003454658,      .006909316,   25.46934,  .00352273, .007045461,      39.37, .005445367, .010890733,            .734463334,               .03125,             .015625,                  .8125,           .007591248,1.60142958,.247961044,1.84939063,    4.3223E-06,    .034608402,    .034612725,     .003101228,     .014330075,     .017431303,   .00310555,  .048938478,.052044028,.052044028,     .00055325,    2.21604426,    2.21659751,     .205532503,     1.86970954,     2.07524205,  .206085754,   4.0857538,4.29183956, .00125496                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        896,2022-10-07 01:00:45,2022-10-07 02:00:00,        3555,         2,      7110,       17.280308,      .002430423,      .004860846,       23.950102,      .003368509,      .006737019,   41.23041, .005798932, .011597865,      59.99, .008437412, .016874824,            .735604338,               .03125,             .015625,                  .8125,           .007591248,1.60257059,.244915962,1.84748655,    .002771185,    .035451828,    .038223013,     .012906558,     .021296205,     .034202762,  .015677743,  .056748033,.072425776,.072425776,    .266666667,    2.27004219,    2.53670886,     .855696203,     2.36511955,     3.22081575,  1.12236287,  4.63516174,5.75752461,.007392331                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        895,2022-10-07 00:00:30,2022-10-07 01:00:45,        3615,         2,      7230,       18.116066,       .00250568,       .00501136,       25.614753,      .003542843,      .007085685,  43.730819, .006048523, .012097045,      60.59,  .00838036, .016760719,            .733880267,               .03125,             .015625,                  .8125,           .007591248,1.60084651,.230145454,1.83099197,    .003213607,    .035057918,    .038271525,     .012136929,     .018811457,     .030948387,  .015350536,  .053869376,.069219912,.069219912,    .316735823,    2.24481328,     2.5615491,     .850069156,     2.37759336,     3.22766252,  1.16680498,  4.62240664,5.78921162,.005319249                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        894,2022-10-06 23:00:15,2022-10-07 00:00:30,        3615,         2,      7230,       29.137979,      .004030149,      .008060298,       27.028976,      .003738448,      .007476895,  56.166955, .007768597, .015537194,      74.99, .010372061, .020744122,            .732328705,               .03125,             .015625,                  .8125,           .007591248,1.59929495,.234404564,1.83369952,    .006762189,    .035814315,    .042576504,      .03789981,     .045362746,     .083262556,  .044661999,  .081177062, .12583906, .12583906,    .317842324,    2.29322268,    2.61106501,      1.7626556,     2.92282158,     4.68547718,  2.08049793,  5.21604426,7.29654219,.029873656                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        893,2022-10-06 22:01:00,2022-10-06 23:00:15,        3555,         2,      7110,        1.465502,      .000206118,      .000412237,       23.696598,      .003332855,       .00666571,    25.1621, .003538973, .007077947,      43.47, .006113924, .012227848,            .723298356,               .03125,             .015625,                  .8125,           .007591248, 1.5902646,.245587349,1.83585195,    8.7904E-06,     .03487166,     .03488045,     .016539205,     .015025465,      .03156467,  .016547996,  .049897124, .06644512, .06644512,    .001125176,    2.23291139,    2.23403657,     .798874824,     1.92461322,     2.72348805,          .8,  4.15752461,4.95752461,.001571529                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        892,2022-10-06 21:00:45,2022-10-06 22:01:00,        3615,         2,      7230,       28.949088,      .004004023,      .008008046,       22.107053,      .003057684,      .006115367,  51.056141, .007061707, .014123414,      67.45, .009329184, .018658368,            .723645851,               .03125,             .015625,                  .8125,           .007591248, 1.5906121,.262304306, 1.8529164,    .049744986,    .035010373,     .08475536,      .00767851,     .026026539,     .033705048,  .057423496,  .061036912,.118460408,.118460408,    1.66085754,     2.2417704,    3.90262794,     .217427386,     2.30345781,      2.5208852,  1.87828492,  4.54522822,6.42351314,.012790334                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        891,2022-10-06 20:00:30,2022-10-06 21:00:45,        3615,         2,      7230,         .043056,      5.9552E-06,       .00001191,       23.290405,      .003221356,      .006442712,  23.333461, .003227311, .006454623,      37.94,  .00524758, .010495159,            .733838737,               .03125,             .015625,                  .8125,           .007591248,1.60080498,.228022575,1.82882756,    .000012967,    .034681881,    .034694848,     .002835408,     .014015765,     .016851173,  .002848375,  .048697647,.051546021,.051546021,    .001659751,    2.22074689,    2.22240664,     .195297372,     1.85172891,     2.04702628,  .196957123,   4.0724758,4.26943292,.001115362                                             
9B,6A1A21945EBED1678F22E33518BF3BD1,2022-10-14 14:31:21, 2005902057,        890,2022-10-06 19:00:15,2022-10-06 20:00:30,        3615,         2,      7230,         .059562,      8.2382E-06,      .000016476,       23.231618,      .003213225,       .00642645,   23.29118, .003221463, .006442927,       38.3, .005297372, .010594744,            .733835384,               .03125,             .015625,                  .8125,           .007591248,1.60080163, .22796154,1.82876317,    2.1611E-06,    .034526279,    .034528441,     .002589039,     .013957415,     .016546454,    .0025912,  .048483694,.051074894,.051074894,    .000276625,    2.21078838,    2.21106501,     .195850622,     1.85062241,     2.04647303,  .196127248,  4.06141079,4.25753804,.001054414                                             
